1	235459282.000000	101316227.000000	0.422109	0.980982
2	589790295.000000	101202169.000000	0.080751	0.470601
4	4935933257.000000	86278595.000000	0.005067	0.289882
8	1468028332.000000	82364972.000000	0.008442	0.150467
16	862471237.000000	79931716.000000	0.007106	0.076676
